year,type,country,age,species_,month,fatal,sex,age_clean
2003,Unprovoked,usa,12,Unidentified species,Apr,N,M,12
2003,Unprovoked,usa,20,"15 cm to 20 cm [6"" to 8""] bite diameter just below left knee",Apr,N,M,20
2003,Unprovoked,venezuela,28,"Mako shark, 3 m [10']",Apr,N,M,28
2003,Unprovoked,usa,50,4' to 5' shark,Apr,N,M,50
2003,Unprovoked,new zealand,44,2.5 m [8.25'] white shark,Feb,N,M,44
2003,Unprovoked,australia,37,"""a small shark""",Feb,N,M,37
2003,Unprovoked,usa,54,Species unidentified,Feb,N,M,54
2003,Unprovoked,australia,24,Thought to involve a 2 m [6.75'] grey nurse shark,Feb,N,M,24
2003,Unprovoked,australia,84,Thought to involve a >2 m [6.75'] bull shark,Feb,Y,M,84
2003,Invalid,south africa,14,Shark involvement prior to death was not confirmed,Jan,,M,14
2002,Unprovoked,south africa,25,"White shark, 4 m white shark",Dec,N,M,25
2002,Unprovoked,australia,23,Bull shark,Dec,Y,M,23
2002,Unprovoked,usa,48,3 m to 4.5 m [10' to 15'] white shark,Nov,N,M,48
2002,Unprovoked,usa,34,2.4 m to 3 m [8' to 10'] grey colored shark,Nov,N,F,34
2002,Unprovoked,turks & caicos,41,1.8 m to 2.1 m [6' to 7']  Caribbean Reef Shark ,Nov,N,F,41
2002,Unprovoked,usa,21,6' shark,Nov,N,M,21
2002,Unprovoked,usa,16,3' to 4' shark,Nov,N,M,16
2002,Unprovoked,usa,60,A small shark,Oct,N,F,60
2002,Unprovoked,brazil,36,Possibly a bull shark or tiger shark,Oct,Y,M,36
2002,Unprovoked,usa,14,Blacktip or spinner shark,Oct,N,M,14
2002,Unprovoked,usa,35,3.5' to 4.5' shark,Oct,N,M,35
2002,Unprovoked,usa,18,3.5' to 4' shark,Oct,N,M,18
2002,Unprovoked,usa,47,4' to 5' shark,Sep,N,M,47
2002,Unprovoked,usa,55,1.2 m [4'] blacktip shark,Sep,N,M,55
2002,Provoked,usa,  ,1.8 m [6'] blacktip shark,Sep,N,M,
2002,Provoked,tonga, ,"Tiger shark, 1.5 m [5']k",Sep,N,M,
2002,Unprovoked,usa,24,2.4 m [8'] shark,Sep,N,M,24
2002,Unprovoked,usa,35,3 m to 3.7 m [10' to 12'] shark,Sep,N,M,35
2002,Unprovoked,brazil,19,Bull or tiger shark,Sep,N,M,19
2002,Unprovoked,south africa,47,White shark,Sep,N,M,47
2002,Unprovoked,usa,20,4' to 6' shark,Sep,N,M,20
2002,Provoked,usa,36,1' to 2' hammerhead or bonnethed shark,Sep,N,M,36
2002,Unprovoked,usa,16,"Tiger shark, 2.4 m to 3 m [8' to 10'] ",Aug,N,M,16
2002,Unprovoked,usa,27,0.9 m  to 1.2 m [3' to 4'] shark,Aug,N,M,27
2002,Unprovoked,usa,15,"Nurse shark, 1.5 m [5'] ",Aug,N,M,15
2002,Unprovoked,usa,14,1.2 m to 1.5 m [4' to 5'] shark,Aug,N,M,14
2002,Unprovoked,usa,13,1.2 m [4'] blacktip or sandbar shark,Jul,N,M,13
2002,Unprovoked,usa,15,"Bull shark, 1.8 m to 2.1 m [6' to 7'] ",Jul,N,F,15
2002,Provoked,usa,41,"Mako shark, 400-lb ",Jul,Y,M,41
2002,Unprovoked,brazil,22,Bull or tiger shark,Jul,N,M,22
2002,Unprovoked,usa,9,"1.2 m to 1.5 m [4' to 5'] shark, possibly a bull shark",Jul,N,F,9
2002,Unprovoked,usa,28,0.9 m to 1.2 m [3' to 4'] shark; Tooth fragment recovered from hand,Jun,N,M,28
2002,Unprovoked,usa,50,  ,Jun,N,M,50
2002,Unprovoked,south africa,50,1.5 to 2.5 m [5' to 8.25'] copper shark,Jun,N,M,50
2002,Unprovoked,usa,24,3.7 m to 4.3 m [12' to 14'] white shark,May,N,M,24
2002,Unprovoked,usa,16,1 m  shark,May,N,M,16
2002,Provoked,usa,55,3' blacktip shark,May,N,M,55
2002,Unprovoked,australia,23,"White shark, 6m [20']",Apr,Y,M,23
2002,Unprovoked,usa,34,1.2 m [4'] shark,Apr,N,M,34
2002,Unprovoked,bahamas,43,"Bull shark, 400-lb ",Apr,N,M,43
2002,Unprovoked,usa,41,3'  shark,Apr,N,M,41
2002,Unprovoked,usa,29,0.9 m [3'] shark,Apr,N,M,29
2002,Unprovoked,usa,17,Tiger shark,Mar,N,M,17
2002,Unprovoked,usa,11,  ,Mar,N,F,11
2002,Unprovoked,usa,20,4' shark,Mar,N,M,20
2002,Unprovoked,usa,39,"Nurse shark, 1m ",Mar,N,M,39
2002,Unprovoked,usa,31,"Spinner shark, 3' to 4' ",Mar,N,M,31
2002,Unprovoked,australia,30 or 36,"1.5 m [5'] ""whaler shark""",Feb,N,M,30
2002,Boating,australia,35,C. leucas tooth fragment recovered from kayak,Feb,N,M,35
2002,Unprovoked,australia,20,"Tiger shark, 3 m [10']",Jan,N,M,20
2002,Unprovoked,south africa,16,Zambesi shark?,Jan,N,M,16
2002,Unprovoked,south africa,26,Unidentified,Jan,N,M,26
2002,Unprovoked,usa,35,"Tiger shark, 1.8 m [6'] ",Jan,N,M,35
2001,Unprovoked,australia,20,Bronze whaler shark?,Oct,N,F,20
2001,Unprovoked,mexico,26,"Tiger shark, 1.8 m [6']",Sep,N,M,26
2001,Provoked,usa,21,4' shark,Sep,N,M,21
2001,Invalid,usa,42,Questionable incident - shark bite may have precipitated drowning,Sep,Y,M,42
2001,Unprovoked,usa,6½,2' to 3.5' shark,Sep,N,M,
2001,Unprovoked,usa,28,A large white shark was filmed by divers on a local wreck 2 days prior to the incident.,Sep,Y,M,28
2001,Unprovoked,usa,23,A large white shark was filmed by divers on a local wreck 2 days prior to the incident.,Sep,N,F,23
2001,Unprovoked,usa,20,1.5 m [5'] shark,Sep,N,M,20
2001,Unprovoked,usa,10,bull shark,Sep,Y,M,10
2001,Unprovoked,bahamas,44,3 m [10'] bull shark,Aug,N,M,44
2001,Unprovoked,usa,17,a small shark,Aug,N,M,17
2001,Unprovoked,usa,20,Possibly  a blacktip or spinner shark,Aug,N,M,20
2001,Unprovoked,usa,19,"3' shark, possibly  a blacktip or spinner shark",Aug,N,M,19
2001,Unprovoked,usa,19,"Blacktip shark, 5' to 6' ",Aug,N,M,19
2001,Unprovoked,bahamas,43,1.9 m [6.5'] bull shark,Aug,N,M,43
2001,Unprovoked,usa,18,0.9 m  [3'] shark,Jul,N,M,18
2001,Unprovoked,usa,8,"Bull shark, 2.3 m [7.5'] ",Jul,N,M,8
2001,Provoked,usa,52,"White shark, 2.4 m to 3 m [8' to 10'] ",Jun,N,M,52
2001,Unprovoked,usa,29,2' shark,Jun,N,F,29
2001,Unprovoked,usa,45,1.2 m to 1.5 m [4' to 5'] shark,May,N,M,45
2001,Unprovoked,usa,12,Possibly a juvenile blacktip or spinner shark,Apr,N,M,12
2001,Unprovoked,usa,21,Possibly a juvenile blacktip or spinner shark,Apr,N,M,21
2001,Unprovoked,usa,12,Possibly a juvenile blacktip or spinner shark,Apr,N,M,12
2001,Unprovoked,usa,22,Possibly a 1.5 m [5'] blacktip or spinner shark,Apr,N,M,22
2001,Unprovoked,usa,19,Possibly a juvenile blacktip or spinner shark,Apr,N,M,19
2001,Unprovoked,south africa,46,"White shark, 2.7 m [9'] ",Apr,N,M,46
2001,Unprovoked,usa,26,"""small shark""",Apr,N,M,26
2001,Unprovoked,australia,40,Bronze whaler shark,Apr,N,M,40
2001,Unprovoked,australia,40,"Bronze whaler shark, 2.5 m [8.25']  k",Feb,N,M,40
2000,Unprovoked,fiji,47,6 m [20'] shark,Dec,Y,M,47
2000,Unprovoked,australia,38,"Bronze whaler shark, 2.5 m [8.25'] ",Dec,N,M,38
2000,Unprovoked,usa,73,1.2 m to 1.8 m [4' to 6'] shark,Nov,N,M,73
2000,Unprovoked,australia,52,"White shark, 4.9 m [16'] ",Nov,N,M,52
2000,Unprovoked,australia,49,"White shark, 5 m [16.5'] ",Nov,Y,M,49
2000,Unprovoked,usa,27,"White shark, 2.4 m to 3 m [8' to 10'] ",Nov,N,M,27
2000,Unprovoked,usa,56,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] ",Oct,N,F,56
2000,Unprovoked,usa,17,2.1 to 2.4 m [7' to 8'] shark,Oct,N,M,17
2000,Unprovoked,usa,23,"Blacktip shark, 2' ",Oct,N,M,23
2000,Unprovoked,australia,17,White shark,Sep,Y,M,17
2000,Unprovoked,australia,25,"White shark, 4 m to 5 m [13' to 16.5'] ",Sep,Y,M,25
2000,Unprovoked,okinawa,31,"White shark, 2.5 m ",Sep,Y,M,31
2000,Unprovoked,usa,25,60 cm to 90 cm [2' to 3'] shark,Sep,N,M,25
2000,Unprovoked,south africa,48,"White shark, 3.5 m [11.5']  male ",Sep,N,M,48
2000,Unprovoked,usa,40,1.5 m [5'] shark,Sep,N,M,40
2000,Unprovoked,reunion,27,"Tiger shark, 3 m [10'] ",Sep,N,M,27
2000,Unprovoked,usa,47,A 2' shark was seen in the area by witnesses,Aug,N,M,47
2000,Unprovoked,usa,69,"Thought to involve a 2.7 m [9'], 400-lb bull shark",Aug,Y,M,69
2000,Unprovoked,usa,53,"Tiger shark, 3.7 m to 4.5 m [12' to 14'9""]  ",Aug,N,M,53
2000,Unprovoked,usa,27,juvenile shark,Aug,N,M,27
2000,Unprovoked,usa,44,"Blacktip shark, 2.4 m to 3 m [8' to 10'] ",Aug,N,F,44
2000,Unprovoked,usa,12,"Tiger shark, 0.9 m to 1.5 m [3' to 5'] ?",Jul,N,F,12
2000,Unprovoked,usa,55,"Nurse shark, 1.2 m [4'] ",Jul,N,F,55
2000,Unprovoked,usa,13,0.9 m [3'] shark,Jul,N,F,13
2000,Unprovoked,usa,19,"0.9 m [3'] shark,  probably a blacktip or spinner shark",Jul,N,F,19
2000,Unprovoked,usa,17,"Blacktip shark, 1.2 m to 1.8 m [4' to 6'] ",Jun,N,M,17
2000,Unprovoked,usa,55,Bull shark?,Jun,N,M,55
2000,Unprovoked,usa,44,Bull shark,Jun,N,M,44
2000,Unprovoked,australia,26,2.5 m shark,Mar,N,M,26
2000,Unprovoked,usa,14,1.8 m [6'] shark,Mar,N,F,14
2000,Unprovoked,usa,37,1.2 m [4'] shark,Mar,N,M,37
2000,Unprovoked,new caledonia,35,Tiger shark?,Mar,Y,M,35
2000,Unprovoked,usa,39,"Shortfin mako shark, 3 m to 3.4 m [10' to 11'] ",Mar,N,M,39
1999,Invalid,brazil,39,Shark involvement not confirmed,Dec,N,M,39
1999,Unprovoked,usa,51,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] ",Nov,N,F,51
1999,Unprovoked,brazil,39,1.3 to 1.6 m shark,Nov,N,M,39
1999,Unprovoked,usa,16,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] ",Oct,N,M,16
1999,Unprovoked,usa,37,White shark,Sep,N,M,37
1999,Unprovoked,usa,28,"""a small shark""",Aug,N,M,28
1999,Unprovoked,marshall islands,23,7' shark,Aug,N,M,23
1999,Unprovoked,usa,10,1.8 m [6'] shark,Aug,N,M,10
1999,Unprovoked,usa,62,4' to 5' shark,Aug,N,M,62
1999,Unprovoked,bahamas,35,2.7 m [9']  bull shark or Caribbean reef shark,Aug,N,M,35
1999,Unprovoked,south africa,42,"White shark, 3 m to 5 m [10' to 16.5'] ",Jul,N,M,42
1999,Unprovoked,usa,43,"Bull shark, 2.1 m [7']",Jul,N,M,43
1999,Unprovoked,usa,43,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] ",Jul,N,M,43
1999,Unprovoked,south africa,14,White shark,Jul,Y,M,14
1999,Unprovoked,usa,30,"Blacktip shark, 1.8 m [6'] ",Jul,N,F,30
1999,Unprovoked,south africa,29,"White shark, 4 m [13'] ",Jul,N,M,29
1999,Unprovoked,usa,21,3' to 4' shark,Jun,N,M,21
1999,Unprovoked,usa,5,Blacktip or spinner shark,Jun,N,M,5
1999,Unprovoked,australia,22,Thought to involve a white shark,May,Y,M,22
1999,Unprovoked,brazil,21,"Tiger shark, 2.5 m [8.25']",May,N,M,21
1999,Unprovoked,mauritius,41,"Grey reef shark, 1.5 m ",Apr,N,F,41
1999,Unprovoked,reunion,52,3 bull sharks,Apr,Y,M,52
1999,Unprovoked,usa,29,3.7 m to 4.6 m [12' to 15'] shark seen in the vicinity,Mar,N,F,29
1999,Unprovoked,australia,35,Bronze whaler or tiger shark,Feb,N,M,35
1999,Unprovoked,usa,25,Spinner shark,Feb,N,M,25
1999,Unprovoked,south africa,30,"White shark, 4.6 m [15'] ",,N,M,30
1998,Unprovoked,south africa,18,Possibly a white shark,Dec,N,M,18
1998,Unprovoked,usa,9,Tiger shark,Nov,Y,M,9
1998,Unprovoked,usa,14,1.2 m [4'] shark,Nov,N,M,14
1998,Unprovoked,usa,13,"A ""small shark""",Nov,N,M,13
1998,Unprovoked,brazil,22,Though to involve a white shark,Nov,Y,M,22
1998,Unprovoked,usa,26,3' to 4' shark,Aug,N,M,26
1998,Unprovoked,usa,16,"White shark, 5 m to 6 m [16.5' to 20'] ",Aug,N,M,16
1998,Unprovoked,bahamas,28,"Caribbean reef shark, 1.2 m to 1.5 m [4' to 5'] ",Aug,N,M,28
1998,Unprovoked,south africa,24,"White shark, 4.9 m [16']",Aug,N,M,24
1998,Unprovoked,south africa,16,5' to 6' shark,Jul,N,M,16
1998,Unprovoked,australia,26,Thought to involve a 5.5 m white shark named Kong,Jun,Y,M,26
1998,Unprovoked,south africa,20,White shark,Jun,Y,M,20
1998,Unprovoked,south africa,15,3 m to 4 m [10' to 13'] white shark,May,N,M,15
1998,Unprovoked,south africa,16,Unidentified,May,N,M,16
1998,Unprovoked,usa,40,"Lemon shark, 1.5 m [5'], identified  by the surfer",May,N,M,40
1998,Unprovoked,usa,14,"1.8 m [6'] shark, possibly a blacktip",May,N,F,14
1998,Unprovoked,south africa,22,4 m [13'] white shark,May,N,M,22
1998,Unprovoked,mozambique,35,3 m [10'] shark,Apr,Y,F,35
1998,Unprovoked,usa,50,5 m [16.5'] white shark,Apr,N,M,50
1998,Unprovoked,south africa,33,3 m [10'] white shark,Mar,N,M,33
1998,Unprovoked,usa,32,5' spinner shark,Mar,N,M,32
1998,Invalid,australia,31,Shark involvement not confirmed,Jan,,M,31
1998,Unprovoked,mozambique,23,Small dusky shark or blackfin shark,Jan,N,M,23
1997,Unprovoked,south africa,39,White shark,Dec,Y,M,39
1997,Unprovoked,australia,42,White shark,Nov,N,M,42
1997,Unprovoked,usa,19,"Tiger shark, 4 m to 4.3 m [13' to 14'] ",Oct,N,M,19
1997,Unprovoked,usa,23,Possibly a blacktip shark,Oct,N,M,23
1997,Unprovoked,usa,12,1.2 m to 1.5 m [4' to 5'] shark,Oct,N,M,12
1997,Unprovoked,usa,29,5 m [16.5'] white shark,Aug,N,M,29
1997,Unprovoked,usa,17,juvenile shark,Aug,N,M,17
1997,Unprovoked,usa,19,"""juvenile shark""",Aug,N,M,19
1997,Unprovoked,south africa,25,4.5 m white shark,Jul,Y,M,25
1997,Unprovoked,usa,50,Blacktip shark,Jul,N,M,50
1997,Unprovoked,fiji,47,"Tiger shark, 2.7m  [9']",Jun,N,F,47
1997,Unprovoked,usa,18,Possibly a spinner shark,Jun,N,M,18
1997,Unprovoked,usa,33,1.2 m [4'] shark (spinner shark?),Jun,N,M,33
1997,Unprovoked,usa,35,4' shark,May,N,M,35
1997,Unprovoked,usa,34,Possibly a sand shark,May,N,M,34
1997,Unprovoked,usa,12,Possibly a sand shark,May,N,M,12
1997,Unprovoked,australia, 30,"Tiger shark, 2m to 3m ",Feb,N,M,30
1997,Unprovoked,australia,27,1.8 m to 2.1 m [6' to 7'] shark,Jan,N,M,27
1997,Unprovoked,australia,41,"Tiger shark, 4.5 m [14'9""]",Jan,Y,M,41
1996,Unprovoked,usa,45,3 m to 5 m [10' to 16.5'] white shark,Nov,N,M,45
1996,Unprovoked,usa,22,5.5 m to 6 m [18' to 20'] white shark,Oct,N,M,22
1996,Unprovoked,usa,21,1.2 m [4'] shark,Oct,N,M,21
1996,Unprovoked,usa,31,5 m [16.5'] white shark,Oct,N,M,31
1996,Unprovoked,new zealand,23,White shark,Sep,N,M,23
1996,Unprovoked,usa,19,"""a young shark""",Sep,N,M,19
1996,Invalid,usa,28,Shark involvement not confirmed,Sep,,F,28
1996,Provoked,south africa,29,White shark,Sep,N,M,29
1996,Unprovoked,usa,19,"Tiger shark, 2.4 m [8'] ",Aug,N,M,19
1996,Unprovoked,usa,36,6 m [20'] white shark,Aug,N,M,36
1996,Unprovoked,usa,21,1.8 m to 2.1 m [6' to 7'] hammerhead shark,Aug,N,M,21
1996,Unprovoked,usa,63,5' to 6' shark,Jul,N,F,63
1996,Unprovoked,south africa,17,2.5 m [8.25'] white shark ,May,N,M,17
1996,Unprovoked,usa,22,1.2 m [4'] shark,May,N,M,22
1996,Unprovoked,usa,27,60 cm to 90 cm [2' to 3'] blacktip or spinner shark,May,N,M,27
1996,Unprovoked,australia,47,Tiger shark,Mar,N,F,47
1996,Unprovoked,australia,24,Bronze whaler shark,Feb,N,M,24
1996,Unprovoked,australia,7,"""reef shark""",Feb,N,M,7
1996,Unprovoked,usa,53,Possibly a tiger shark,Jan,N,M,53
1996,Unprovoked,reunion,25,"Tiger shark, 300-kg [662-lb] ",Jan,Y,M,25
1995,Unprovoked,australia,15,4 m shark,Oct,N,F,15
1995,Unprovoked,usa,39,1.2 m to 1.5 m [4' to 5']   shark,Oct,N,M,39
1995,Unprovoked,usa,14,1.5 to 1.8 m [5' to 6'] shark,Sep,N,M,14
1995,Unprovoked,usa,25,4 m [13'] white shark,Sep,N,M,25
1995,Unprovoked,australia,29,White shark,Sep,Y,M,29
1995,Unprovoked,usa,32,3 m to 4 m [10' to 13'] white shark,Sep,N,M,32
1995,Unprovoked,usa,16,5' shark,Aug,N,M,16
1995,Unprovoked,usa,18,"""a small shark""",Aug,N,M,18
1995,Unprovoked,usa,16,1.2 m to 1.5 m [4' to 5'] shark,Aug,N,M,16
1995,Unprovoked,usa,23,"""sand"" shark",Aug,N,M,23
1995,Unprovoked,usa,19,"""small shark""",Aug,N,M,19
1995,Unprovoked,tonga,18,"""small shark""",Aug,N,M,18
1995,Unprovoked,usa,20,1.8 m [6'] shark,Aug,N,M,20
1995,Unprovoked,usa,12,1.2 m to 1.5 m [4' to 5'] shark,Aug,N,M,12
1995,Unprovoked,usa,31,6 m [20'] white shark,Jun,N,M,31
1995,Unprovoked,usa,45,1.8 m [6'] shark,Jun,N,M,45
1995,Unprovoked,usa,10,6' shark,Jun,N,F,10
1995,Unprovoked,usa,38,"Tiger shark, 3.7 m [12'] ",Jun,N,M,38
1995,Unprovoked,hong kong,29,1.8 m to 2.1 m [6' to 7'] shark,Jun,Y,M,29
1995,Unprovoked,japan,47,6 m [20'] white shark,Apr,Y,M,47
1995,Unprovoked,australia,35,"Bronze whaler shark, 2 m ",Mar,N,M,35
1995,Unprovoked,south africa,22,Raggedtooth shark,Feb,N,M,22
1995,Unprovoked,south africa,14,"Tiger shark, 1.8 m [6'] ",Jan,Y,M,14
1994,Unprovoked,south africa,26,5.5 m [18'] white shark,Dec,N,M,26
1994,Unprovoked,usa,42,5 m to 5.5 m [16.5' to 18'] white shark,Dec,Y,M,42
1994,Unprovoked,usa,34,2.7 m [9'] shark,Nov,N,F,34
1994,Provoked,usa,9,Thought to involve a small sand shark,Oct,N,F,9
1994,Unprovoked,usa,43,5 m [16.5'] white shark,Sep,N,M,43
1994,Unprovoked,usa,12,Small shark,Sep,N,F,12
1994,Unprovoked,reunion,24,3 to 3.5 m [10' to 11.5'] bull shark,Jul,Y,M,24
1994,Unprovoked,south africa,22,4 m [13'] white shark,Jul,Y,M,22
1994,Unprovoked,south africa,31,4 m [13'] white shark,Jul,N,M,31
1994,Unprovoked,usa,15,"""small shark""",Jul,N,M,15
1994,Unprovoked,bahamas,30,1.8 m [6'] shark,Jun,N,M,30
1994,Unprovoked,usa, 28,1.2 m [4'] spinner shark,May,N,M,28
1994,Unprovoked,usa,22,>1.8 m [6'] shark,May,N,M,22
1994,Unprovoked,usa,23,1.2 m [4'] shark,Feb,N,M,23
1994,Unprovoked,south africa,15,3 m [10'] white shark,Feb,N,M,15
1994,Unprovoked,south africa,33,"1.3 m [4'3""] shark",Jan,N,M,33
1993,Unprovoked,australia,27,Tiger shark caught 6 days later with divers remains in its gut,Nov,Y,M,27
1993,Unprovoked,usa,26,4 m to 5 m [13' to 16.5'] white shark,Oct,N,M,26
1993,Unprovoked,usa,26,3 m [10'] bull shark,Oct,N,F,26
1993,Boating,usa,34,>6 m [20'] white shark,Oct,N,F,34
1993,Unprovoked,south africa,36,3 m [10'] white shark,Sep,N,M,36
1993,Unprovoked,spain,69,1.2 m [4'] shark,Sep,N,M,69
1993,Unprovoked,bahamas,51,1.8 m [6'] blacktip shark or Caribbean reef shark,Aug,N,M,51
1993,Unprovoked,usa,19,Bull shark,Aug,N,F,19
1993,Unprovoked,usa,39,5.5 m to 6 m [18' to 20']  white shark,Aug,N,M,39
1993,Unprovoked,south africa,28,4 m [13'] white shark,Jul,N,M,28
1993,Unprovoked,usa,12,"1.8 m to 2.4 m [6' to 8'] shark, tooth fragments recovered ",Jul,N,F,12
1993,Unprovoked,usa,22,Thought to involve a tiger shark,Jun,N,M,22
1993,Unprovoked,australia,31,Remains recovered from 5.5 m [18'] white shark,Jun,Y,M,31
1993,Unprovoked,australia,34,5 m [16.5'] white shark,Jun,Y,F,34
1993,Unprovoked,usa,60's,6' shark,Jun,N,F,60
1993,Unprovoked,usa,35,"Tiger shark, 3.7 m [12'], (tooth fragment recovered from wound)",Mar,N,M,35
1993,Unprovoked,usa,55,White shark,Mar,N,M,55
1993,Provoked,australia,69,"Bronze whaler shark, 1.5 m ",,N,M,69
1993,Unprovoked,australia,21,1.5 m shark,Jan,N,M,21
1993,Unprovoked,usa,29,6 m [20'] white shark,Jan,N,M,29
1992,Unprovoked,usa,10,"Tiger shark, 2.4 m [8']",Dec,N,M,10
1992,Unprovoked,usa,30,"Tiger shark, 3 m to 4.9 m [10' to 16'] ",Dec,N,M,30
1992,Unprovoked,usa,31,"Mako shark, 1.8 m [6']  ",Nov,N,M,31
1992,Unprovoked,usa,19,6' to 7' blacktip shark,Nov,N,M,19
1992,Boating,usa,46,5 m to 6 m white shark,Nov,N,M,46
1992,Unprovoked,usa,40,Unidentified shark,Nov,N,M,40
1992,Unprovoked,usa,18,"Tiger shark, 3 m to 3.7 m [10' to 12'] ",Nov,Y,M,18
1992,Unprovoked,usa,40,2.5 m [8.25'] white shark,Oct,N,M,40
1992,Unprovoked,usa,28,"Tiger shark, 4.3 m [14'] ",Oct,N,M,28
1992,Unprovoked,australia,28,4.2 m white shark,Oct,Y,M,28
1992,Unprovoked,usa,20,4 m to 5 m [13' to 16.5']  white shark ,Sep,N,M,20
1992,Unprovoked,australia,17,4 m white shark,Aug,N,M,17
1992,Unprovoked,usa,22,5.5 m to 6 m [18' to 20'] white shark,Aug,N,M,22
1992,Unprovoked,usa,42,"""a small shark""",Jul,N,F,42
1992,Unprovoked,reunion,16,Bull shark or lemon shark,Jun,Y,M,16
1992,Unprovoked,south africa,35,>2 m shark,Apr,N,M,35
1992,Unprovoked,usa,36,Tiger shark,Mar,N,F,36
1992,Unprovoked,japan,41,"5 m [16.5'] white shark, identification by K. Nakaya",Mar,Y,M,41
1992,Unprovoked,usa,21,Said to involve a 6 m to 7 m [20' to 23'] white shark,Mar,N,M,21
1992,Invalid,australia,19,Questionable incident,Feb,,M,19
1992,Unprovoked,australia,19,"Bronze whaler shark, 2.3 m [7.5'] ",Jan,N,M,19
1992,Unprovoked,south africa,19,"Zambesi shark, 1.7 m [5.5'] ",Jan,N,M,19
1992,Unprovoked,south africa,36,Possibly a 1.5 m [5'] blacktip shark,Jan,N,M,36
1991,Unprovoked,usa,25,6 m [20'] white shark,Dec,N,M,25
1991,Unprovoked,usa,41,"Tiger shark, 2.4 m 3.4 m [8' to 11']  ",Nov,Y,F,41
1991,Unprovoked,usa,21,1.8 m [6'] shark,Oct,N,M,21
1991,Unprovoked,usa,32,5 m to 6 m [16.5' to 20'] white shark,Oct,N,M,32
1991,Unprovoked,australia,19,4 m [13'] white shark,Sep,Y,M,19
1991,Provoked,australia,36,"3 m [10'], 270- kg [595-lb] shark",Aug,N,M,36
1991,Unprovoked,usa,23,sand shark,Aug,N,M,23
1991,Unprovoked,usa,10,3' shark,Aug,N,F,10
1991,Boating,italy,40,4 m [13'] white shark,Jul,N,F,40
1991,Unprovoked,reunion,30,"Tiger shark, 3 to 4 m [10' to 13'] ",Jul,N,M,30
1991,Unprovoked,usa,32,5 m [16.5'] white shark,Jul,N,M,32
1991,Unprovoked,usa,31,2.7 m [9'] bull or lemon shark,Jun,N,M,31
1991,Unprovoked,hong kong,65,"Tiger shark, >3 m [10']",Jun,Y,F,65
1991,Unprovoked,usa,23,2.4 m [8'] shark,May,N,M,23
1991,Unprovoked,usa,22,1.2 m to 1.5 m [4' to 5'] shark,Apr,N,M,22
1991,Unprovoked,usa,38,5.5 m [18'] white shark,Feb,N,M,38
1991,Unprovoked,south africa,20,5.5 m [18'] white shark,Feb,N,M,20
1990,Unprovoked,usa,24,5' shark,Nov,N,M,24
1990,Unprovoked,usa,50,1.8 m [6'] shark ,Oct,N,M,50
1990,Unprovoked,usa,25,4' spinner shark,Oct,N,M,25
1990,Unprovoked,usa,43,"Tiger shark, 3.7 m [12'] ",Oct,N,M,43
1990,Unprovoked,usa,19,1.8 m to 2.4 m [6' to 8'] shark,Oct,N,M,19
1990,Unprovoked,south africa,26,5 m  [16.5'] white shark,Sep,N,M,26
1990,Unprovoked,usa,49,White shark,Sep,N,M,49
1990,Boating,usa,44,2.5 m to 3 m [8.25' to 10']  white shark,Sep,N,M,44
1990,Unprovoked,usa,22,5 m to 6 m [16.5' to 20'] white shark,Aug,N,M,22
1990,Unprovoked,south africa,21,"4.5 m [14'9""] white shark",Jun,Y,F,21
1990,Unprovoked,south africa,22,"5.5 m [18'] white shark, identified by witnesses & tooth marks",May,N,M,22
1990,Unprovoked,south africa,23,"2.3 m [7.5'] white shark, identified by M. Smale",Apr,N,M,23
1990,Unprovoked,australia,31,"Tiger shark, 3 m ",Apr,N,M,31
1989,Unprovoked,south africa,29,White shark,Nov,Y,M,29
1989,Unprovoked,australia,17,2.7 m [9'] white shark,Oct,N,M,17
1989,Unprovoked,usa,12,4' shark,Oct,N,M,12
1989,Invalid,usa,49,Shark involvement suspected but not confirmed,Oct,,M,49
1989,Unprovoked,south africa,29,"White shark, identified by tooth pattern",Sep,N,M,29
1989,Provoked,usa,51,150-lb shark,Sep,N,M,51
1989,Unprovoked,usa,38,4 m to 5 m [13' to 16.5']  white shark,Sep,N,M,38
1989,Provoked,australia,30,Grey nurse shark,Aug,N,M,30
1989,Unprovoked,south africa,21,>3.4 m [11'] white shark,Aug,N,M,21
1989,Unprovoked,australia,17,"Bronze whaler shark, 3 m [10'] ",Aug,N,M,17
1989,Unprovoked,south africa,34,2.5 m [8.25'] white shark,Jul,N,M,34
1989,Unprovoked,south africa,16,3 m [10'] white shark,Jun,N,M,16
1989,Unprovoked,south africa,28,2.5 m [8.25'] white shark,Jun,N,M,28
1989,Unprovoked,australia,27,2 m [6.75'] white shark,Mar,Y,M,27
1989,Unprovoked,italy,47,6 m [20'] white shark,Feb,Y,M,47
1989,Invalid,usa,24,Invalid,Jan,,M,24
1989,Unprovoked,usa,24,5 m [16.5'] white shark,Jan,Y,F,24
1989,Unprovoked,australia,17,"Tiger shark, 4 m [13'] ",Jan,N,M,17
1988,Unprovoked,usa,21,5.5 m to 6 m [18' to 20']  white shark,Oct,N,M,21
